id	chr	SuccessfullyMapped	MappedSeqInfo.GenBankID	MappedSeqInfo.RefSeqID	MappedSeqInfo.SequenceType	ChrStart	ChrEnd	MappedVersionNumbers	MappedVersionAccessions	Accession1Method	Accession2Method	AssemblyName	GenBankAssemblyAcc	RefSeqAssemblyAcc	AssemblyStatus
ZG-5283	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	11853590	12696544	8,12	CR628371,CT990561	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5284	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	12136319	13036354	10,11	CR847904,BX548050	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5284	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	12143448	13046349	10,11	CR847904,BX548050	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5285	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	13036355	13161946	6,6	CU694479,CU633853	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5285	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	12087292	13083855	6,6	CU694479,CU633853	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5566	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	3142807	3339463	4,12	FO681340,CR450714	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5567	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	3021515	3182068	6,4	CU571089,FO681340	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5572	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	24951455	25161681	9,5	CR933018,BX897671	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5572	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	25377348	25759886	9,5	CR933018,BX897671	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5573	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	8340604	8625658	6,9	CU682363,BX682234	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5573	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	7322358	7604383	6,9	CU682363,BX682234	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5667	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	11929456	12315374	8,10	CR628371,CR847904	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5667	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	11853590	13046349	8,10	CR628371,CR847904	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5668	10	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5708	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	12315375	12625072	18,4	CR388225,FQ311890	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5708	10	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5736	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	126483	206927	1,3	FQ482079,FP325119	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5736	10	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5737	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	206928	396994	5,4	CU469093,CU929346	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5737	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	272033	400221	5,4	CU469093,CU929346	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5739	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	1174156	1316723	11,4	CU694269,CU694253	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5739	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	1179434	1321901	11,4	CU694269,CU694253	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5740	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	1275396	1328185	4,4	CU694253,CU914531	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5740	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	1280574	1364572	4,4	CU694253,CU914531	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5745	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	14334639	14527379	13,7	BX927402,FP325110	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5747	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	29411930	29655117	6,13	FP102896,BX470178	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5747	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	30039486	30278714	6,13	FP102896,BX470178	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5749	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	34869516	34923231	3,17	FQ323123,FQ323105	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5749	10	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5776	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	43523312	43716570	13,19	CU463258,CU462873	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5776	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	44831724	45065122	13,19	CU463258,CU462873	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5779	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	43293699	43447849	15,23	CR925735,CU459128	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5779	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	44604384	44754261	15,23	CR925735,CU459128	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5800	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	43057288	43295698	12,20	CR545479,CU326366	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5800	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	44251262	44604383	12,20	CR545479,CU326366	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5805	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	41365360	41411529	7,5	CU694484,CU929124	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5805	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	42662009	42697975	7,5	CU694484,CU929124	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5807	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	37862998	38079511	8,8	AL929310,CT573169	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5807	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	39139983	39387205	8,8	AL929310,CT573169	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5811	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	36753874	36944374	22,15	CU694807,CU633611	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5811	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	38030936	38221359	22,15	CU694807,CU633611	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5812	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	36701673	36906000	19,22	AL845435,CU694807	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5812	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	37891512	38185914	19,22	AL845435,CU694807	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5822	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	36398181	36565441	8,15	AL929494,BX548163	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5822	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	37547325	37753280	8,15	AL929494,BX548163	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5840	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	34672863	34830556	7,7	CU469543,BX248233	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5840	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	35646602	35804328	7,7	CU469543,BX248233	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5841	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	34259937	34586644	19,5	BX510654,BX293562	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5841	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	35234079	35558383	19,5	BX510654,BX293562	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5846	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	33305045	33640229	4,17	BX088525,CR759796	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5846	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	34277081	34612371	4,17	BX088525,CR759796	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5849	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	32498953	32719422	6,11	CT573240,CR293504	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5849	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	33397604	33618073	6,11	CT573240,CR293504	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5850	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	30036899	30655445	6,8	CR407543,CT737197	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5850	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	30830996	31554096	6,8	CR407543,CT737197	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5855	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	30196649	30493812	17,18	CR385031,CT583725	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5855	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	30992380	31352009	17,18	CR385031,CT583725	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5857	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	30120652	30378538	18,9	CT583725,CU464129	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5857	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	30934522	31177494	18,9	CT583725,CU464129	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5900	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	539009	590255	4,4	CU570793,CU570793	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5900	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	542236	593482	4,4	CU570793,CU570793	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5953	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	29667378	29817366	7,26	BX530071,CU207267	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5953	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	30292975	30583242	7,26	BX530071,CU207267	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5957	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	28916463	29154514	9,12	BX510351,BX537347	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5957	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	29484869	29782070	9,12	BX510351,BX537347	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5958	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	28588740	28895935	18,8	BX005366,CR381694	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5958	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	29157146	29464341	18,8	BX005366,CR381694	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5960	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	27410658	27733607	6,6	AL844197,CR925738	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5960	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	28009864	28330299	6,6	AL844197,CR925738	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5967	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	23631112	23869028	8,10	CU915782,BX572647	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5967	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	24034818	24269676	8,10	CU915782,BX572647	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-5972	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	23620849	23824808	10,17	BX572647,CR382289	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-5972	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	23849522	24225456	10,17	BX572647,CR382289	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6406	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	21639183	21853763	7,6	BX119910,CT737184	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6406	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	21700382	21944547	7,6	BX119910,CT737184	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6409	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	29655118	29805646	26,5	CU207267,CT956004	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6409	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	30278715	30583242	26,5	CU207267,CT956004	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6414	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	5793833	6081786	9,4	AL954770,BX322605	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6414	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	7856473	8068624	9,4	AL954770,BX322605	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6501	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	1364398	1421710	4,9	CU928210,CU914630	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6501	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	1418842	1476154	4,9	CU928210,CU914630	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6502	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	1981221	2261246	23,41	FP236249,AL929541	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6502	10	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6503	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	4994502	5302890	7,7	CR847788,CR352227	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6503	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	4998208	5306596	7,7	CR847788,CR352227	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6505	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	5789517	5945844	10,9	BX321872,AL954770	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6505	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	7780467	7936794	10,9	BX321872,AL954770	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6509	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	6273895	6527639	9,6	CT573295,BX005434	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6509	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	8260733	8514477	9,6	CT573295,BX005434	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6515	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	6366614	6594968	6,8	BX005434,CU302319	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6515	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	8400647	8675355	6,8	BX005434,CU302319	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6522	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	10805786	11094931	13,16	BX005370,CT027818	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6522	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	10729920	11019065	13,16	BX005370,CT027818	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6523	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	18615290	18770450	8,5	CT027614,BX005087	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6523	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	18602944	18758104	8,5	CT027614,BX005087	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6524	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	20401203	20610212	12,5	CU469311,BX294119	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6524	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	20394517	20648798	12,5	CU469311,BX294119	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6525	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	21524897	21706789	7,8	BX957322,BX119910	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6532	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	23248148	23501250	5,7	CR925745,CT827808	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6532	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	23478855	23729923	5,7	CR925745,CT827808	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6539	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	29111527	29341713	10,20	BX510351,BX005332	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6539	10	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6540	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	29817361	30036898	10,6	CU861448,BX120005	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6540	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	30596957	30830995	10,6	CU861448,BX120005	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6541	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	33257675	33511270	7,5	FP016230,BX088525	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6541	10	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6614	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	39133255	39255081	12,12	CU633908,CU633908	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6614	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	40417584	40539410	12,12	CU633908,CU633908	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6650	10	MAPPED	CM002903.1	NC_007130.6	CHROMOSOME	40111074	40197947	7,1	FP325110,FO744832	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6651	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	14412730	14649018	13,8	BX927402,CU694478	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6651	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	14334639	14635711	13,8	BX927402,CU694478	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6673	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	44781718	45084438	5,16	FP016199,CU463283	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6673	10	MAPPED	CU651614.3	NC_007122.5	CHROMOSOME	21341767	21643968	5,16	FP016199,CU463283	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6677	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	44781718	44903180	16,16	CU463283,CU463283	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6677	10	MAPPED	CU651614.3	NC_007122.5	CHROMOSOME	21524506	21643968	16,16	CU463283,CU463283	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6736	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	16757907	17120383	1,2	FO704693,CR855996	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6736	10	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6737	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	17120384	17419932	4,4	BX324123,FP091248	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6737	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	16916642	17407586	4,4	BX324123,FP091248	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6738	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	44255216	44903180	14,16	CR385083,CU463283	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6739	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	45476338	45510068	7,7	FP074878,FP074878	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6739	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	46001008	46036738	7,7	FP074878,FP074878	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6928	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	13036355	13161946	6,6	CU694479,CU633853	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6928	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	12087292	13083855	6,6	CU694479,CU633853	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6929	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	24815043	25152562	10,5	FP236328,BX897671	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6929	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	25215691	25759886	10,5	FP236328,BX897671	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-6930	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	25161682	25453538	4,7	FQ311930,CT573197	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-6930	10	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-7061	10	MAPPED	KN150191.1	NW_003334899.1	UNLOC_SCAFFOLD	956	42303	1,1	CABZ01090045,CABZ01090053	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-7061	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	46411082	46452429	1,1	CABZ01090045,CABZ01090053	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-7109	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	61602	64540	1,1	CABZ01076954,CABZ01076954	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-7109	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	219549	222487	1,1	CABZ01076954,CABZ01076954	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-7112	10	MAPPED	CM002894.1	NC_007121.6	CHROMOSOME	26639057	26768600	7,7	CU468967,CU468967	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-7112	10	MAPPED	CU651613.3	NC_007121.5	CHROMOSOME	27234193	27365806	7,7	CU468967,CU468967	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-7117	10	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-7117	10	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-2737	11	MAPPED	CM002895.1	NC_007122.6	CHROMOSOME	12829648	13024517	6,4	CR762408,BX511174	alignment	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-2737	11	MAPPED	CU651614.3	NC_007122.5	CHROMOSOME	12990322	13274076	6,4	CR762408,BX511174	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3076	11	MAPPED	CM002895.1	NC_007122.6	CHROMOSOME	191374	320129	4,14	CU633745,CU929297	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3076	11	MAPPED	CU651614.3	NC_007122.5	CHROMOSOME	202833	333392	4,14	CU633745,CU929297	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3077	11	MAPPED	CM002895.1	NC_007122.6	CHROMOSOME	496411	983465	5,8	CU695207,CU633837	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3077	11	MAPPED	CU651614.3	NC_007122.5	CHROMOSOME	509674	997202	5,8	CU695207,CU633837	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3078	11	MAPPED	CM002895.1	NC_007122.6	CHROMOSOME	1244965	1520128	6,17	FP340262,AL935272	component	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3078	11	MAPPED	CU651614.3	NC_007122.5	CHROMOSOME	1236592	1511988	6,17	FP340262,AL935272	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3080	11	MAPPED	CM002895.1	NC_007122.6	CHROMOSOME	2421571	2712406	8,16	CU929188,CR318593	alignment	component	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3080	11	MAPPED	CU651614.3	NC_007122.5	CHROMOSOME	2468260	2760668	8,16	CU929188,CR318593	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
ZG-3087	11	MAPPED	CM002895.1	NC_007122.6	CHROMOSOME	3212860	3255398	5,4	CU633767,FP245479	component	alignment	GRCz10	GCA_000002035.3	GCF_000002035.5	latest
ZG-3087	11	MAPPED	CU651614.3	NC_007122.5	CHROMOSOME	3261372	3304143	5,4	CU633767,FP245479	component	component	Zv9	GCA_000002035.2	GCF_000002035.4	old
